Date,USDMYR Curncy_PX_LAST
03-06-05,3.8
06-06-05,3.8
07-06-05,3.8
08-06-05,3.8
09-06-05,3.8
10-06-05,3.8
13-06-05,3.8
14-06-05,3.8
15-06-05,3.8
16-06-05,3.8
17-06-05,3.8
20-06-05,3.8
21-06-05,3.8
22-06-05,3.8
23-06-05,3.8
24-06-05,3.8
27-06-05,3.8
28-06-05,3.8
29-06-05,3.8
30-06-05,3.8
01-07-05,3.8
04-07-05,3.8
05-07-05,3.8
06-07-05,3.8
07-07-05,3.8
08-07-05,3.8
11-07-05,3.8
12-07-05,3.8
13-07-05,3.8
14-07-05,3.8
15-07-05,3.8
18-07-05,3.8
19-07-05,3.8
20-07-05,3.8
21-07-05,3.8
22-07-05,3.78
25-07-05,3.75
26-07-05,3.75
27-07-05,3.75
28-07-05,3.75
29-07-05,3.75
01-08-05,3.75
02-08-05,3.75
03-08-05,3.75
04-08-05,3.75
05-08-05,3.75
08-08-05,3.75
09-08-05,3.75
10-08-05,3.75
11-08-05,3.75
12-08-05,3.75
15-08-05,3.75
16-08-05,3.76
17-08-05,3.77
18-08-05,3.77
19-08-05,3.77
22-08-05,3.77
23-08-05,3.77
24-08-05,3.77
25-08-05,3.77
26-08-05,3.77
29-08-05,3.77
30-08-05,3.77
31-08-05,3.77
01-09-05,3.77
02-09-05,3.76
05-09-05,3.76
06-09-05,3.77
07-09-05,3.77
08-09-05,3.77
09-09-05,3.77
12-09-05,3.77
13-09-05,3.77
14-09-05,3.77
15-09-05,3.77
16-09-05,3.77
19-09-05,3.77
20-09-05,3.77
21-09-05,3.77
22-09-05,3.77
23-09-05,3.77
26-09-05,3.77
27-09-05,3.77
28-09-05,3.77
29-09-05,3.77
30-09-05,3.77
03-10-05,3.77
04-10-05,3.77
05-10-05,3.77
06-10-05,3.77
07-10-05,3.77
10-10-05,3.77
11-10-05,3.77
12-10-05,3.77
13-10-05,3.77
14-10-05,3.77
17-10-05,3.77
18-10-05,3.77
19-10-05,3.77
20-10-05,3.77
21-10-05,3.77
24-10-05,3.77
25-10-05,3.78
26-10-05,3.77
27-10-05,3.77
28-10-05,3.77
31-10-05,3.78
01-11-05,3.78
02-11-05,3.78
03-11-05,3.78
04-11-05,3.78
07-11-05,3.78
08-11-05,3.78
09-11-05,3.78
10-11-05,3.78
11-11-05,3.78
14-11-05,3.78
15-11-05,3.78
16-11-05,3.78
17-11-05,3.78
18-11-05,3.78
21-11-05,3.78
22-11-05,3.78
23-11-05,3.78
24-11-05,3.78
25-11-05,3.78
28-11-05,3.78
29-11-05,3.78
30-11-05,3.77
01-12-05,3.78
02-12-05,3.78
05-12-05,3.78
06-12-05,3.78
07-12-05,3.78
08-12-05,3.77
09-12-05,3.77
12-12-05,3.78
13-12-05,3.78
14-12-05,3.78
15-12-05,3.78
16-12-05,3.78
19-12-05,3.78
20-12-05,3.78
21-12-05,3.78
22-12-05,3.78
23-12-05,3.78
27-12-05,3.78
28-12-05,3.78
29-12-05,3.78
30-12-05,3.78
03-01-06,3.78
04-01-06,3.77
05-01-06,3.76
06-01-06,3.75
09-01-06,3.75
10-01-06,3.75
11-01-06,3.75
12-01-06,3.74
13-01-06,3.74
16-01-06,3.75
17-01-06,3.75
18-01-06,3.76
19-01-06,3.75
20-01-06,3.75
23-01-06,3.75
24-01-06,3.75
25-01-06,3.75
26-01-06,3.75
27-01-06,3.75
31-01-06,3.75
01-02-06,3.75
02-02-06,3.75
03-02-06,3.74
06-02-06,3.74
07-02-06,3.73
08-02-06,3.73
09-02-06,3.73
10-02-06,3.72
13-02-06,3.72
14-02-06,3.72
15-02-06,3.72
16-02-06,3.72
17-02-06,3.72
20-02-06,3.72
21-02-06,3.72
22-02-06,3.72
23-02-06,3.72
24-02-06,3.71
27-02-06,3.71
28-02-06,3.71
01-03-06,3.71
02-03-06,3.71
03-03-06,3.71
06-03-06,3.71
07-03-06,3.71
08-03-06,3.72
09-03-06,3.72
10-03-06,3.72
13-03-06,3.72
14-03-06,3.71
15-03-06,3.71
16-03-06,3.7
17-03-06,3.7
20-03-06,3.7
21-03-06,3.7
22-03-06,3.69
23-03-06,3.69
24-03-06,3.7
27-03-06,3.69
28-03-06,3.7
29-03-06,3.7
30-03-06,3.69
31-03-06,3.68
03-04-06,3.68
04-04-06,3.68
05-04-06,3.67
06-04-06,3.67
07-04-06,3.67
10-04-06,3.67
11-04-06,3.67
12-04-06,3.67
13-04-06,3.67
14-04-06,3.67
17-04-06,3.67
18-04-06,3.67
19-04-06,3.66
20-04-06,3.66
21-04-06,3.66
24-04-06,3.65
25-04-06,3.64
26-04-06,3.64
27-04-06,3.63
28-04-06,3.63
01-05-06,3.63
02-05-06,3.61
03-05-06,3.61
04-05-06,3.61
05-05-06,3.61
08-05-06,3.59
09-05-06,3.59
10-05-06,3.58
11-05-06,3.58
12-05-06,3.58
15-05-06,3.61
16-05-06,3.6
17-05-06,3.58
18-05-06,3.6
19-05-06,3.61
22-05-06,3.63
23-05-06,3.62
24-05-06,3.64
25-05-06,3.65
26-05-06,3.64
29-05-06,3.63
30-05-06,3.62
31-05-06,3.63
01-06-06,3.64
02-06-06,3.64
05-06-06,3.63
06-06-06,3.64
07-06-06,3.66
08-06-06,3.67
09-06-06,3.67
12-06-06,3.68
13-06-06,3.69
14-06-06,3.67
15-06-06,3.65
16-06-06,3.64
19-06-06,3.67
20-06-06,3.67
21-06-06,3.66
22-06-06,3.66
23-06-06,3.68
26-06-06,3.69
27-06-06,3.68
28-06-06,3.69
29-06-06,3.69
30-06-06,3.68
03-07-06,3.66
04-07-06,3.64
05-07-06,3.65
06-07-06,3.66
07-07-06,3.66
10-07-06,3.64
11-07-06,3.65
12-07-06,3.66
13-07-06,3.66
14-07-06,3.67
17-07-06,3.69
18-07-06,3.68
19-07-06,3.7
20-07-06,3.68
21-07-06,3.68
24-07-06,3.69
25-07-06,3.69
26-07-06,3.68
27-07-06,3.67
28-07-06,3.67
31-07-06,3.66
01-08-06,3.67
02-08-06,3.68
03-08-06,3.68
04-08-06,3.68
07-08-06,3.66
08-08-06,3.67
09-08-06,3.66
10-08-06,3.66
11-08-06,3.68
14-08-06,3.68
15-08-06,3.68
16-08-06,3.68
17-08-06,3.67
18-08-06,3.67
21-08-06,3.67
22-08-06,3.68
23-08-06,3.68
24-08-06,3.68
25-08-06,3.68
28-08-06,3.68
29-08-06,3.68
30-08-06,3.68
31-08-06,3.68
01-09-06,3.67
04-09-06,3.66
05-09-06,3.64
06-09-06,3.65
07-09-06,3.65
08-09-06,3.66
11-09-06,3.67
12-09-06,3.68
13-09-06,3.67
14-09-06,3.67
15-09-06,3.67
18-09-06,3.68
19-09-06,3.68
20-09-06,3.68
21-09-06,3.67
22-09-06,3.68
25-09-06,3.68
26-09-06,3.68
27-09-06,3.68
28-09-06,3.69
29-09-06,3.69
02-10-06,3.69
03-10-06,3.69
04-10-06,3.69
05-10-06,3.68
06-10-06,3.69
09-10-06,3.69
10-10-06,3.69
11-10-06,3.7
12-10-06,3.69
13-10-06,3.68
16-10-06,3.68
17-10-06,3.68
18-10-06,3.67
19-10-06,3.68
20-10-06,3.68
23-10-06,3.68
24-10-06,3.68
25-10-06,3.68
26-10-06,3.67
27-10-06,3.65
30-10-06,3.64
31-10-06,3.65
01-11-06,3.65
02-11-06,3.65
03-11-06,3.65
06-11-06,3.66
07-11-06,3.65
08-11-06,3.64
09-11-06,3.65
10-11-06,3.64
13-11-06,3.64
14-11-06,3.64
15-11-06,3.65
16-11-06,3.65
17-11-06,3.65
20-11-06,3.65
21-11-06,3.65
22-11-06,3.64
23-11-06,3.64
24-11-06,3.64
27-11-06,3.64
28-11-06,3.64
29-11-06,3.63
30-11-06,3.62
01-12-06,3.59
04-12-06,3.59
05-12-06,3.56
06-12-06,3.55
07-12-06,3.54
08-12-06,3.55
11-12-06,3.56
12-12-06,3.54
13-12-06,3.54
14-12-06,3.55
15-12-06,3.55
18-12-06,3.56
19-12-06,3.58
20-12-06,3.54
21-12-06,3.54
22-12-06,3.53
25-12-06,3.53
26-12-06,3.54
27-12-06,3.53
28-12-06,3.53
29-12-06,3.53
02-01-07,3.53
03-01-07,3.51
04-01-07,3.52
05-01-07,3.51
08-01-07,3.51
09-01-07,3.51
10-01-07,3.52
11-01-07,3.52
12-01-07,3.51
15-01-07,3.51
16-01-07,3.5
17-01-07,3.51
18-01-07,3.5
19-01-07,3.5
22-01-07,3.5
23-01-07,3.5
24-01-07,3.5
25-01-07,3.5
26-01-07,3.5
29-01-07,3.5
30-01-07,3.5
31-01-07,3.5
01-02-07,3.5
02-02-07,3.5
05-02-07,3.5
06-02-07,3.5
07-02-07,3.49
08-02-07,3.49
09-02-07,3.49
12-02-07,3.49
13-02-07,3.5
14-02-07,3.5
15-02-07,3.5
16-02-07,3.49
19-02-07,3.49
20-02-07,3.49
21-02-07,3.49
22-02-07,3.5
23-02-07,3.49
26-02-07,3.49
27-02-07,3.5
28-02-07,3.5
01-03-07,3.51
02-03-07,3.51
05-03-07,3.52
06-03-07,3.51
07-03-07,3.51
08-03-07,3.51
09-03-07,3.5
12-03-07,3.5
13-03-07,3.51
14-03-07,3.51
15-03-07,3.51
16-03-07,3.51
19-03-07,3.5
20-03-07,3.5
21-03-07,3.47
22-03-07,3.47
23-03-07,3.46
26-03-07,3.45
27-03-07,3.45
28-03-07,3.46
29-03-07,3.46
30-03-07,3.46
02-04-07,3.46
03-04-07,3.46
04-04-07,3.46
05-04-07,3.45
06-04-07,3.45
09-04-07,3.45
10-04-07,3.45
11-04-07,3.45
12-04-07,3.45
13-04-07,3.44
16-04-07,3.44
17-04-07,3.44
18-04-07,3.43
19-04-07,3.43
20-04-07,3.42
23-04-07,3.42
24-04-07,3.42
25-04-07,3.42
26-04-07,3.42
27-04-07,3.42
30-04-07,3.42
01-05-07,3.42
02-05-07,3.42
03-05-07,3.42
04-05-07,3.42
07-05-07,3.42
08-05-07,3.41
09-05-07,3.4
10-05-07,3.4
11-05-07,3.41
14-05-07,3.4
15-05-07,3.4
16-05-07,3.4
17-05-07,3.4
18-05-07,3.4
21-05-07,3.39
22-05-07,3.39
23-05-07,3.39
24-05-07,3.39
25-05-07,3.39
28-05-07,3.39
29-05-07,3.4
30-05-07,3.4
31-05-07,3.4
01-06-07,3.4
04-06-07,3.4
05-06-07,3.41
06-06-07,3.43
07-06-07,3.43
08-06-07,3.48
11-06-07,3.47
12-06-07,3.45
13-06-07,3.47
14-06-07,3.47
15-06-07,3.46
18-06-07,3.42
19-06-07,3.44
20-06-07,3.43
21-06-07,3.46
22-06-07,3.45
25-06-07,3.47
26-06-07,3.48
27-06-07,3.48
28-06-07,3.47
29-06-07,3.45
02-07-07,3.43
03-07-07,3.45
04-07-07,3.45
05-07-07,3.45
06-07-07,3.45
09-07-07,3.44
10-07-07,3.44
11-07-07,3.45
12-07-07,3.45
13-07-07,3.44
16-07-07,3.44
17-07-07,3.45
18-07-07,3.45
19-07-07,3.44
20-07-07,3.41
23-07-07,3.41
24-07-07,3.4
25-07-07,3.42
26-07-07,3.44
27-07-07,3.46
30-07-07,3.46
31-07-07,3.46
01-08-07,3.47
02-08-07,3.47
03-08-07,3.46
06-08-07,3.47
07-08-07,3.47
08-08-07,3.46
09-08-07,3.47
10-08-07,3.48
13-08-07,3.47
14-08-07,3.48
15-08-07,3.49
16-08-07,3.51
17-08-07,3.51
20-08-07,3.49
21-08-07,3.5
22-08-07,3.48
23-08-07,3.48
24-08-07,3.49
27-08-07,3.48
28-08-07,3.49
29-08-07,3.5
30-08-07,3.5
31-08-07,3.5
03-09-07,3.5
04-09-07,3.51
05-09-07,3.51
06-09-07,3.5
07-09-07,3.5
10-09-07,3.51
11-09-07,3.51
12-09-07,3.49
13-09-07,3.48
14-09-07,3.48
17-09-07,3.49
18-09-07,3.49
19-09-07,3.45
20-09-07,3.45
21-09-07,3.44
24-09-07,3.43
25-09-07,3.44
26-09-07,3.42
27-09-07,3.42
28-09-07,3.41
01-10-07,3.4
02-10-07,3.41
03-10-07,3.41
04-10-07,3.41
05-10-07,3.4
08-10-07,3.39
09-10-07,3.4
10-10-07,3.37
11-10-07,3.36
12-10-07,3.37
15-10-07,3.37
16-10-07,3.39
17-10-07,3.38
18-10-07,3.37
19-10-07,3.36
22-10-07,3.37
23-10-07,3.37
24-10-07,3.37
25-10-07,3.36
26-10-07,3.35
29-10-07,3.34
30-10-07,3.34
31-10-07,3.34
01-11-07,3.33
02-11-07,3.34
05-11-07,3.35
06-11-07,3.34
07-11-07,3.33
08-11-07,3.33
09-11-07,3.32
12-11-07,3.34
13-11-07,3.35
14-11-07,3.35
15-11-07,3.37
16-11-07,3.38
19-11-07,3.37
20-11-07,3.36
21-11-07,3.38
22-11-07,3.38
23-11-07,3.37
26-11-07,3.36
27-11-07,3.38
28-11-07,3.38
29-11-07,3.37
30-11-07,3.36
03-12-07,3.36
04-12-07,3.34
05-12-07,3.34
06-12-07,3.35
07-12-07,3.33
10-12-07,3.32
11-12-07,3.31
12-12-07,3.32
13-12-07,3.31
14-12-07,3.32
17-12-07,3.34
18-12-07,3.35
19-12-07,3.35
20-12-07,3.35
21-12-07,3.35
24-12-07,3.34
25-12-07,3.34
26-12-07,3.34
27-12-07,3.33
28-12-07,3.32
31-12-07,3.31
01-01-08,3.31
02-01-08,3.31
03-01-08,3.29
04-01-08,3.28
07-01-08,3.28
08-01-08,3.27
09-01-08,3.27
10-01-08,3.27
11-01-08,3.26
14-01-08,3.26
15-01-08,3.26
16-01-08,3.27
17-01-08,3.28
18-01-08,3.27
21-01-08,3.29
22-01-08,3.29
23-01-08,3.28
24-01-08,3.27
25-01-08,3.24
28-01-08,3.24
29-01-08,3.24
30-01-08,3.24
31-01-08,3.24
01-02-08,3.24
04-02-08,3.23
05-02-08,3.23
06-02-08,3.23
07-02-08,3.23
08-02-08,3.23
11-02-08,3.24
12-02-08,3.24
13-02-08,3.24
14-02-08,3.23
15-02-08,3.22
18-02-08,3.22
19-02-08,3.22
20-02-08,3.22
21-02-08,3.22
22-02-08,3.22
25-02-08,3.21
26-02-08,3.21
27-02-08,3.2
28-02-08,3.2
29-02-08,3.19
03-03-08,3.2
04-03-08,3.19
05-03-08,3.18
06-03-08,3.16
07-03-08,3.17
10-03-08,3.21
11-03-08,3.2
12-03-08,3.18
13-03-08,3.16
14-03-08,3.16
17-03-08,3.19
18-03-08,3.17
19-03-08,3.18
20-03-08,3.18
21-03-08,3.18
24-03-08,3.21
25-03-08,3.2
26-03-08,3.19
27-03-08,3.2
28-03-08,3.2
31-03-08,3.2
01-04-08,3.19
02-04-08,3.19
03-04-08,3.19
04-04-08,3.19
07-04-08,3.19
08-04-08,3.19
09-04-08,3.18
10-04-08,3.15
11-04-08,3.15
14-04-08,3.16
15-04-08,3.17
16-04-08,3.15
17-04-08,3.14
18-04-08,3.14
21-04-08,3.14
22-04-08,3.14
23-04-08,3.13
24-04-08,3.14
25-04-08,3.16
28-04-08,3.16
29-04-08,3.15
30-04-08,3.16
01-05-08,3.16
02-05-08,3.17
05-05-08,3.16
06-05-08,3.15
07-05-08,3.17
08-05-08,3.22
09-05-08,3.2
12-05-08,3.21
13-05-08,3.21
14-05-08,3.26
15-05-08,3.27
16-05-08,3.23
19-05-08,3.23
20-05-08,3.24
21-05-08,3.22
22-05-08,3.21
23-05-08,3.22
26-05-08,3.23
27-05-08,3.24
28-05-08,3.24
29-05-08,3.25
30-05-08,3.24
02-06-08,3.22
03-06-08,3.22
04-06-08,3.24
05-06-08,3.26
06-06-08,3.26
09-06-08,3.26
10-06-08,3.27
11-06-08,3.27
12-06-08,3.28
13-06-08,3.28
16-06-08,3.27
17-06-08,3.24
18-06-08,3.26
19-06-08,3.26
20-06-08,3.26
23-06-08,3.26
24-06-08,3.25
25-06-08,3.26
26-06-08,3.25
27-06-08,3.26
30-06-08,3.27
01-07-08,3.27
02-07-08,3.27
03-07-08,3.27
04-07-08,3.27
07-07-08,3.27
08-07-08,3.26
09-07-08,3.24
10-07-08,3.25
11-07-08,3.24
14-07-08,3.23
15-07-08,3.22
16-07-08,3.23
17-07-08,3.23
18-07-08,3.24
21-07-08,3.24
22-07-08,3.24
23-07-08,3.24
24-07-08,3.25
25-07-08,3.25
28-07-08,3.27
29-07-08,3.26
30-07-08,3.26
31-07-08,3.26
01-08-08,3.26
04-08-08,3.27
05-08-08,3.27
06-08-08,3.28
07-08-08,3.29
08-08-08,3.3
11-08-08,3.31
12-08-08,3.33
13-08-08,3.32
14-08-08,3.33
15-08-08,3.35
18-08-08,3.33
19-08-08,3.34
20-08-08,3.33
21-08-08,3.34
22-08-08,3.34
25-08-08,3.37
26-08-08,3.39
27-08-08,3.38
28-08-08,3.39
29-08-08,3.39
01-09-08,3.42
02-09-08,3.43
03-09-08,3.44
04-09-08,3.43
05-09-08,3.46
08-09-08,3.44
09-09-08,3.45
10-09-08,3.47
11-09-08,3.47
12-09-08,3.44
15-09-08,3.45
16-09-08,3.45
17-09-08,3.45
18-09-08,3.47
19-09-08,3.45
22-09-08,3.41
23-09-08,3.41
24-09-08,3.42
25-09-08,3.43
26-09-08,3.44
29-09-08,3.45
30-09-08,3.44
01-10-08,3.44
02-10-08,3.44
03-10-08,3.47
06-10-08,3.49
07-10-08,3.49
08-10-08,3.5
09-10-08,3.51
10-10-08,3.51
13-10-08,3.5
14-10-08,3.49
15-10-08,3.51
16-10-08,3.53
17-10-08,3.53
20-10-08,3.52
21-10-08,3.53
22-10-08,3.55
23-10-08,3.57
24-10-08,3.58
27-10-08,3.58
28-10-08,3.58
29-10-08,3.58
30-10-08,3.53
31-10-08,3.55
03-11-08,3.52
04-11-08,3.53
05-11-08,3.52
06-11-08,3.54
07-11-08,3.55
10-11-08,3.55
11-11-08,3.58
12-11-08,3.59
13-11-08,3.6
14-11-08,3.6
17-11-08,3.6
18-11-08,3.6
19-11-08,3.61
20-11-08,3.62
21-11-08,3.62
24-11-08,3.63
25-11-08,3.62
26-11-08,3.62
27-11-08,3.62
28-11-08,3.62
01-12-08,3.63
02-12-08,3.64
03-12-08,3.64
04-12-08,3.64
05-12-08,3.63
08-12-08,3.64
09-12-08,3.62
10-12-08,3.61
11-12-08,3.57
12-12-08,3.58
15-12-08,3.56
16-12-08,3.56
17-12-08,3.53
18-12-08,3.46
19-12-08,3.47
22-12-08,3.48
23-12-08,3.47
24-12-08,3.48
25-12-08,3.48
26-12-08,3.48
29-12-08,3.48
30-12-08,3.48
31-12-08,3.47
01-01-09,3.47
02-01-09,3.47
05-01-09,3.5
06-01-09,3.51
07-01-09,3.5
08-01-09,3.54
09-01-09,3.54
12-01-09,3.57
13-01-09,3.58
14-01-09,3.57
15-01-09,3.59
16-01-09,3.58
19-01-09,3.58
20-01-09,3.61
21-01-09,3.62
22-01-09,3.61
23-01-09,3.63
26-01-09,3.63
27-01-09,3.62
28-01-09,3.59
29-01-09,3.6
30-01-09,3.61
02-02-09,3.62
03-02-09,3.62
04-02-09,3.62
05-02-09,3.61
06-02-09,3.6
09-02-09,3.59
10-02-09,3.59
11-02-09,3.61
12-02-09,3.62
13-02-09,3.61
16-02-09,3.62
17-02-09,3.64
18-02-09,3.66
19-02-09,3.66
20-02-09,3.68
23-02-09,3.65
24-02-09,3.66
25-02-09,3.67
26-02-09,3.67
27-02-09,3.7
02-03-09,3.73
03-03-09,3.71
04-03-09,3.71
05-03-09,3.73
06-03-09,3.72
09-03-09,3.72
10-03-09,3.69
11-03-09,3.7
12-03-09,3.69
13-03-09,3.71
16-03-09,3.67
17-03-09,3.67
18-03-09,3.68
19-03-09,3.65
20-03-09,3.65
23-03-09,3.64
24-03-09,3.63
25-03-09,3.63
26-03-09,3.63
27-03-09,3.61
30-03-09,3.65
31-03-09,3.65
01-04-09,3.65
02-04-09,3.61
03-04-09,3.58
06-04-09,3.56
07-04-09,3.59
08-04-09,3.63
09-04-09,3.61
10-04-09,3.62
13-04-09,3.63
14-04-09,3.59
15-04-09,3.61
16-04-09,3.6
17-04-09,3.62
20-04-09,3.63
21-04-09,3.64
22-04-09,3.64
23-04-09,3.63
24-04-09,3.58
27-04-09,3.6
28-04-09,3.63
29-04-09,3.59
30-04-09,3.56
01-05-09,3.56
04-05-09,3.53
05-05-09,3.51
06-05-09,3.54
07-05-09,3.52
08-05-09,3.52
11-05-09,3.52
12-05-09,3.52
13-05-09,3.52
14-05-09,3.55
15-05-09,3.55
18-05-09,3.56
19-05-09,3.53
20-05-09,3.54
21-05-09,3.53
22-05-09,3.49
25-05-09,3.49
26-05-09,3.52
27-05-09,3.5
28-05-09,3.52
29-05-09,3.49
01-06-09,3.47
02-06-09,3.49
03-06-09,3.49
04-06-09,3.49
05-06-09,3.5
08-06-09,3.52
09-06-09,3.53
10-06-09,3.5
11-06-09,3.51
12-06-09,3.5
15-06-09,3.53
16-06-09,3.52
17-06-09,3.53
18-06-09,3.54
19-06-09,3.54
22-06-09,3.54
23-06-09,3.55
24-06-09,3.54
25-06-09,3.53
26-06-09,3.53
29-06-09,3.54
30-06-09,3.52
01-07-09,3.52
02-07-09,3.52
03-07-09,3.53
06-07-09,3.55
07-07-09,3.55
08-07-09,3.56
09-07-09,3.56
10-07-09,3.58
13-07-09,3.6
14-07-09,3.58
15-07-09,3.57
16-07-09,3.57
17-07-09,3.57
20-07-09,3.54
21-07-09,3.54
22-07-09,3.55
23-07-09,3.54
24-07-09,3.53
27-07-09,3.52
28-07-09,3.51
29-07-09,3.53
30-07-09,3.53
31-07-09,3.52
03-08-09,3.51
04-08-09,3.49
05-08-09,3.5
06-08-09,3.49
07-08-09,3.5
10-08-09,3.5
11-08-09,3.51
12-08-09,3.53
13-08-09,3.51
14-08-09,3.52
17-08-09,3.54
18-08-09,3.54
19-08-09,3.55
20-08-09,3.53
21-08-09,3.52
24-08-09,3.51
25-08-09,3.52
26-08-09,3.52
27-08-09,3.53
28-08-09,3.52
31-08-09,3.52
01-09-09,3.53
02-09-09,3.54
03-09-09,3.53
04-09-09,3.53
07-09-09,3.51
08-09-09,3.5
09-09-09,3.5
10-09-09,3.5
11-09-09,3.49
14-09-09,3.51
15-09-09,3.5
16-09-09,3.48
17-09-09,3.47
18-09-09,3.48
21-09-09,3.48
22-09-09,3.48
23-09-09,3.46
24-09-09,3.46
25-09-09,3.47
28-09-09,3.48
29-09-09,3.48
30-09-09,3.46
01-10-09,3.46
02-10-09,3.48
05-10-09,3.46
06-10-09,3.44
07-10-09,3.42
08-10-09,3.39
09-10-09,3.4
12-10-09,3.4
13-10-09,3.39
14-10-09,3.37
15-10-09,3.36
16-10-09,3.37
19-10-09,3.38
20-10-09,3.37
21-10-09,3.38
22-10-09,3.4
23-10-09,3.38
26-10-09,3.38
27-10-09,3.4
28-10-09,3.42
29-10-09,3.43
30-10-09,3.41
02-11-09,3.43
03-11-09,3.43
04-11-09,3.42
05-11-09,3.42
06-11-09,3.4
09-11-09,3.38
10-11-09,3.39
11-11-09,3.38
12-11-09,3.38
13-11-09,3.38
16-11-09,3.37
17-11-09,3.36
18-11-09,3.37
19-11-09,3.39
20-11-09,3.39
23-11-09,3.38
24-11-09,3.39
25-11-09,3.37
26-11-09,3.38
27-11-09,3.39
30-11-09,3.39
01-12-09,3.38
02-12-09,3.38
03-12-09,3.37
04-12-09,3.38
07-12-09,3.4
08-12-09,3.39
09-12-09,3.4
10-12-09,3.4
11-12-09,3.4
14-12-09,3.41
15-12-09,3.41
16-12-09,3.42
17-12-09,3.44
18-12-09,3.44
21-12-09,3.44
22-12-09,3.43
23-12-09,3.44
24-12-09,3.43
25-12-09,3.43
28-12-09,3.43
29-12-09,3.43
30-12-09,3.43
31-12-09,3.43
01-01-10,3.42
04-01-10,3.4
05-01-10,3.39
06-01-10,3.38
07-01-10,3.37
08-01-10,3.38
11-01-10,3.34
12-01-10,3.34
13-01-10,3.35
14-01-10,3.34
15-01-10,3.34
18-01-10,3.34
19-01-10,3.34
20-01-10,3.36
21-01-10,3.38
22-01-10,3.4
25-01-10,3.4
26-01-10,3.42
27-01-10,3.43
28-01-10,3.41
29-01-10,3.41
01-02-10,3.41
02-02-10,3.42
03-02-10,3.4
04-02-10,3.42
05-02-10,3.44
08-02-10,3.44
09-02-10,3.44
10-02-10,3.43
11-02-10,3.43
12-02-10,3.42
15-02-10,3.42
16-02-10,3.42
17-02-10,3.39
18-02-10,3.4
19-02-10,3.41
22-02-10,3.4
23-02-10,3.39
24-02-10,3.4
25-02-10,3.41
26-02-10,3.4
01-03-10,3.39
02-03-10,3.39
03-03-10,3.37
04-03-10,3.37
05-03-10,3.36
08-03-10,3.34
09-03-10,3.34
10-03-10,3.32
11-03-10,3.32
12-03-10,3.31
15-03-10,3.32
16-03-10,3.32
17-03-10,3.3
18-03-10,3.31
19-03-10,3.3
22-03-10,3.32
23-03-10,3.32
24-03-10,3.32
25-03-10,3.32
26-03-10,3.31
29-03-10,3.27
30-03-10,3.27
31-03-10,3.26
01-04-10,3.26
02-04-10,3.25
05-04-10,3.23
06-04-10,3.21
07-04-10,3.21
08-04-10,3.21
09-04-10,3.19
12-04-10,3.21
13-04-10,3.22
14-04-10,3.2
15-04-10,3.19
16-04-10,3.19
19-04-10,3.22
20-04-10,3.21
21-04-10,3.2
22-04-10,3.2
23-04-10,3.19
26-04-10,3.18
27-04-10,3.19
28-04-10,3.22
29-04-10,3.2
30-04-10,3.18
03-05-10,3.21
04-05-10,3.21
05-05-10,3.23
06-05-10,3.25
07-05-10,3.27
10-05-10,3.2
11-05-10,3.21
12-05-10,3.2
13-05-10,3.2
14-05-10,3.19
