Date,KLPLN Index_PX_LAST
05-12-05,2751.2
06-12-05,2771.4
07-12-05,2757.8
08-12-05,2773.2
09-12-05,2781.8
12-12-05,2770.1
13-12-05,2768.0
14-12-05,2755.4
15-12-05,2774.6
16-12-05,2772.0
19-12-05,2777.4
20-12-05,2766.7
21-12-05,2759.9
22-12-05,2777.3
23-12-05,2777.5
27-12-05,2782.2
28-12-05,2787.3
29-12-05,2790.9
30-12-05,2798.7
03-01-06,2781.3
04-01-06,2806.4
05-01-06,2829.5
06-01-06,2845.8
09-01-06,2872.5
11-01-06,2882.2
12-01-06,2868.4
13-01-06,2885.2
16-01-06,2874.5
17-01-06,2875.0
18-01-06,2859.7
19-01-06,2879.5
20-01-06,2864.9
23-01-06,2852.7
24-01-06,2869.0
25-01-06,2873.4
26-01-06,2873.2
27-01-06,2875.8
03-02-06,3011.7
06-02-06,3001.5
07-02-06,2982.6
08-02-06,2942.1
09-02-06,2994.9
10-02-06,2957.5
13-02-06,2959.1
14-02-06,2974.1
15-02-06,2971.8
16-02-06,2971.3
17-02-06,2962.7
20-02-06,2974.5
21-02-06,2993.3
22-02-06,2994.7
23-02-06,3020.5
24-02-06,3017.8
27-02-06,3004.7
28-02-06,3062.1
01-03-06,3020.2
02-03-06,3002.9
03-03-06,2994.5
06-03-06,2987.9
07-03-06,2992.6
08-03-06,3005.0
09-03-06,3018.3
10-03-06,3008.5
13-03-06,3023.5
14-03-06,3016.5
15-03-06,3030.3
16-03-06,3014.7
17-03-06,3015.9
20-03-06,3015.9
21-03-06,3024.4
22-03-06,3028.2
23-03-06,3021.9
24-03-06,3040.9
27-03-06,3043.4
28-03-06,3046.0
29-03-06,3045.5
30-03-06,3035.5
31-03-06,3024.3
03-04-06,3030.5
04-04-06,3028.8
05-04-06,3050.9
06-04-06,3045.2
07-04-06,3053.3
10-04-06,3052.6
12-04-06,3066.2
13-04-06,3042.6
14-04-06,3038.2
17-04-06,3037.1
18-04-06,3055.2
19-04-06,3073.0
20-04-06,3110.7
21-04-06,3172.6
24-04-06,3190.8
25-04-06,3188.8
26-04-06,3207.7
27-04-06,3255.2
28-04-06,3230.4
02-05-06,3292.3
03-05-06,3367.9
04-05-06,3401.3
05-05-06,3407.6
08-05-06,3430.1
09-05-06,3402.0
10-05-06,3385.8
11-05-06,3404.2
15-05-06,3414.2
16-05-06,3351.2
17-05-06,3372.6
18-05-06,3318.6
19-05-06,3289.8
22-05-06,3216.1
23-05-06,3209.3
24-05-06,3224.9
25-05-06,3198.0
26-05-06,3243.0
29-05-06,3243.9
30-05-06,3279.5
31-05-06,3265.0
01-06-06,3266.3
02-06-06,3272.9
05-06-06,3274.0
06-06-06,3273.1
07-06-06,3251.9
08-06-06,3224.2
09-06-06,3187.9
12-06-06,3205.1
13-06-06,3128.9
14-06-06,3077.4
15-06-06,3022.5
16-06-06,3054.4
19-06-06,3007.4
20-06-06,3024.3
21-06-06,3048.4
22-06-06,3075.2
23-06-06,3112.8
26-06-06,3105.8
27-06-06,3116.1
28-06-06,3117.2
29-06-06,3127.2
30-06-06,3161.4
03-07-06,3196.0
04-07-06,3238.9
05-07-06,3276.3
06-07-06,3256.1
07-07-06,3297.1
10-07-06,3306.0
11-07-06,3289.6
12-07-06,3301.8
13-07-06,3316.8
14-07-06,3291.3
17-07-06,3254.7
18-07-06,3261.5
19-07-06,3287.3
20-07-06,3301.4
21-07-06,3406.3
24-07-06,3445.6
25-07-06,3524.5
26-07-06,3536.2
27-07-06,3492.1
28-07-06,3507.4
31-07-06,3506.4
01-08-06,3507.8
02-08-06,3485.5
03-08-06,3478.2
04-08-06,3502.1
07-08-06,3509.4
08-08-06,3546.4
09-08-06,3538.7
10-08-06,3592.5
11-08-06,3675.7
14-08-06,3718.3
15-08-06,3700.8
16-08-06,3690.4
17-08-06,3667.1
18-08-06,3633.0
21-08-06,3652.5
22-08-06,3674.7
23-08-06,3678.9
24-08-06,3682.8
25-08-06,3694.3
28-08-06,3679.4
29-08-06,3704.6
30-08-06,3714.6
01-09-06,3716.5
04-09-06,3818.9
05-09-06,3784.2
06-09-06,3689.1
07-09-06,3673.9
08-09-06,3650.7
11-09-06,3620.2
12-09-06,3519.8
13-09-06,3492.0
14-09-06,3575.8
15-09-06,3582.4
18-09-06,3613.0
19-09-06,3594.8
20-09-06,3553.9
21-09-06,3547.3
22-09-06,3575.2
25-09-06,3574.4
26-09-06,3571.5
27-09-06,3562.3
28-09-06,3572.8
29-09-06,3569.7
02-10-06,3580.3
03-10-06,3565.9
04-10-06,3545.2
05-10-06,3559.6
06-10-06,3570.4
09-10-06,3558.1
10-10-06,3560.8
11-10-06,3556.9
12-10-06,3578.1
13-10-06,3615.9
16-10-06,3587.7
17-10-06,3572.9
18-10-06,3595.1
19-10-06,3607.7
20-10-06,3641.0
26-10-06,3698.7
27-10-06,3762.3
30-10-06,3738.5
31-10-06,3760.6
01-11-06,3768.8
02-11-06,3828.2
03-11-06,3907.4
06-11-06,3905.9
07-11-06,3982.7
08-11-06,3972.4
09-11-06,4025.2
10-11-06,4037.6
13-11-06,3978.8
14-11-06,3996.0
15-11-06,4001.2
16-11-06,4021.5
17-11-06,4021.6
20-11-06,4042.3
21-11-06,4125.9
22-11-06,4149.2
23-11-06,4133.8
24-11-06,4115.3
27-11-06,4180.2
28-11-06,4143.3
29-11-06,4167.1
30-11-06,4215.2
01-12-06,4212.8
04-12-06,4186.4
05-12-06,4201.0
06-12-06,4209.4
07-12-06,4253.6
08-12-06,4275.1
11-12-06,4269.4
12-12-06,4252.5
13-12-06,4217.9
14-12-06,4170.4
15-12-06,4222.1
18-12-06,4173.9
19-12-06,4084.1
20-12-06,4125.2
21-12-06,4133.9
22-12-06,4154.2
26-12-06,4187.4
27-12-06,4198.2
28-12-06,4219.4
29-12-06,4315.9
03-01-07,4519.8
04-01-07,4497.6
05-01-07,4470.7
08-01-07,4452.5
09-01-07,4460.6
10-01-07,4466.4
11-01-07,4443.7
12-01-07,4489.5
15-01-07,4481.3
16-01-07,4471.4
17-01-07,4473.1
18-01-07,4478.2
19-01-07,4505.5
22-01-07,4528.3
23-01-07,4538.3
24-01-07,4551.9
25-01-07,4547.5
26-01-07,4489.8
29-01-07,4486.7
30-01-07,4484.4
31-01-07,4509.1
02-02-07,4552.7
05-02-07,4658.7
06-02-07,4757.0
07-02-07,4812.2
08-02-07,4833.2
09-02-07,4831.4
12-02-07,4776.9
13-02-07,4795.7
14-02-07,4849.4
15-02-07,4905.8
16-02-07,4891.8
21-02-07,4958.6
22-02-07,4979.8
23-02-07,4974.3
26-02-07,5015.9
27-02-07,4839.9
28-02-07,4704.3
01-03-07,4645.8
02-03-07,4560.4
05-03-07,4289.2
06-03-07,4334.9
07-03-07,4490.2
08-03-07,4606.7
09-03-07,4640.0
12-03-07,4711.7
13-03-07,4718.5
14-03-07,4580.8
15-03-07,4606.2
16-03-07,4577.9
19-03-07,4626.7
20-03-07,4692.0
21-03-07,4697.2
22-03-07,4763.6
23-03-07,4860.0
26-03-07,5010.4
27-03-07,5107.1
28-03-07,5030.9
29-03-07,5008.4
30-03-07,5091.1
02-04-07,5077.1
03-04-07,5112.9
04-04-07,5264.7
05-04-07,5267.0
06-04-07,5265.5
09-04-07,5390.5
10-04-07,5435.3
11-04-07,5521.5
12-04-07,5717.3
13-04-07,5769.0
16-04-07,5932.7
17-04-07,5983.9
18-04-07,6145.3
19-04-07,5916.3
20-04-07,5843.7
23-04-07,5867.8
24-04-07,5814.1
25-04-07,5814.7
27-04-07,5864.3
30-04-07,5792.0
03-05-07,5885.1
04-05-07,5964.0
07-05-07,5831.8
08-05-07,5823.2
09-05-07,5829.9
10-05-07,5847.6
11-05-07,5888.9
14-05-07,5998.6
15-05-07,6008.8
16-05-07,6034.4
17-05-07,6109.9
18-05-07,6107.2
21-05-07,6054.4
22-05-07,6173.0
23-05-07,6089.3
24-05-07,6070.7
25-05-07,6056.9
28-05-07,6107.6
29-05-07,6091.8
30-05-07,6114.2
31-05-07,6130.2
01-06-07,6188.6
04-06-07,6182.9
05-06-07,6231.6
06-06-07,6415.1
07-06-07,6326.2
08-06-07,6310.7
11-06-07,6299.5
12-06-07,6232.0
13-06-07,6146.4
14-06-07,6121.4
15-06-07,5993.2
18-06-07,6172.6
19-06-07,6216.2
20-06-07,6149.6
21-06-07,6090.5
22-06-07,6162.6
25-06-07,6068.4
26-06-07,6019.9
27-06-07,6014.5
28-06-07,5993.4
29-06-07,6000.9
02-07-07,6011.3
03-07-07,6011.7
04-07-07,6058.5
05-07-07,5991.8
06-07-07,6054.3
09-07-07,6081.1
10-07-07,6034.2
11-07-07,6057.1
12-07-07,6103.6
13-07-07,6218.0
16-07-07,6186.0
17-07-07,6149.2
18-07-07,6170.0
19-07-07,6161.5
20-07-07,6202.0
23-07-07,6223.0
24-07-07,6301.2
25-07-07,6245.4
26-07-07,6202.5
27-07-07,6090.3
30-07-07,6056.7
31-07-07,6156.6
01-08-07,6017.2
02-08-07,6021.3
03-08-07,6039.0
06-08-07,5829.5
07-08-07,5799.2
08-08-07,5824.4
09-08-07,5852.2
10-08-07,5786.3
13-08-07,5766.6
14-08-07,5791.6
15-08-07,5650.5
16-08-07,5503.1
17-08-07,5413.4
20-08-07,5535.8
21-08-07,5513.4
22-08-07,5573.9
23-08-07,5748.9
24-08-07,5647.8
27-08-07,5624.7
28-08-07,5694.4
29-08-07,5632.7
30-08-07,5638.4
03-09-07,5696.4
04-09-07,5690.5
05-09-07,5817.3
06-09-07,5870.5
07-09-07,5942.9
10-09-07,5831.8
11-09-07,5886.7
12-09-07,5975.1
13-09-07,5999.3
14-09-07,6027.6
17-09-07,5969.6
18-09-07,5981.4
19-09-07,6088.4
20-09-07,6190.5
21-09-07,6261.1
24-09-07,6398.0
25-09-07,6334.6
26-09-07,6273.5
27-09-07,6346.2
28-09-07,6406.1
01-10-07,6421.9
02-10-07,6522.7
03-10-07,6585.7
04-10-07,6567.7
05-10-07,6556.4
08-10-07,6439.8
09-10-07,6467.8
10-10-07,6555.4
11-10-07,6692.5
12-10-07,6719.5
16-10-07,6845.0
17-10-07,6848.6
18-10-07,6925.1
19-10-07,6890.2
22-10-07,6739.4
23-10-07,6759.4
24-10-07,6742.0
25-10-07,6874.8
26-10-07,7165.2
29-10-07,7383.5
30-10-07,7563.8
31-10-07,7395.4
01-11-07,7400.8
02-11-07,7433.3
05-11-07,7314.9
06-11-07,7297.8
07-11-07,7638.9
09-11-07,7538.3
12-11-07,7539.0
13-11-07,7467.2
14-11-07,7481.4
15-11-07,7574.2
16-11-07,7573.1
19-11-07,7537.3
20-11-07,7414.6
21-11-07,7342.2
22-11-07,7202.4
23-11-07,7256.0
26-11-07,7371.7
27-11-07,7357.4
28-11-07,7293.7
29-11-07,7239.5
30-11-07,7252.7
03-12-07,7291.7
04-12-07,7224.6
05-12-07,7369.9
06-12-07,7505.3
07-12-07,7595.0
10-12-07,7402.5
11-12-07,7485.9
12-12-07,7520.1
13-12-07,7426.8
14-12-07,7387.4
17-12-07,7427.1
18-12-07,7414.8
19-12-07,7404.5
21-12-07,7517.1
24-12-07,7670.7
26-12-07,7812.4
27-12-07,7977.5
28-12-07,8066.7
31-12-07,8089.3
02-01-08,7934.9
03-01-08,8122.7
04-01-08,8567.0
07-01-08,8774.1
08-01-08,8821.2
09-01-08,8759.8
11-01-08,8780.9
14-01-08,8768.0
15-01-08,8822.6
16-01-08,8475.4
17-01-08,8570.8
18-01-08,8380.6
21-01-08,8181.9
22-01-08,7638.0
24-01-08,7749.6
25-01-08,7889.1
28-01-08,7623.3
29-01-08,7716.6
30-01-08,7602.3
31-01-08,7645.7
04-02-08,7834.8
05-02-08,8169.5
06-02-08,8043.5
11-02-08,7993.1
12-02-08,8137.1
13-02-08,8254.8
14-02-08,8439.3
15-02-08,8354.2
18-02-08,8285.9
19-02-08,8387.2
20-02-08,8420.3
21-02-08,8279.5
22-02-08,8135.9
25-02-08,8310.3
26-02-08,8425.3
27-02-08,8530.2
28-02-08,8509.6
29-02-08,8421.2
03-03-08,8291.9
04-03-08,8207.7
05-03-08,7751.3
06-03-08,7839.0
07-03-08,7735.4
10-03-08,7041.2
11-03-08,7311.3
12-03-08,7592.0
13-03-08,7389.6
14-03-08,7323.0
17-03-08,7186.6
18-03-08,7005.9
19-03-08,7093.0
21-03-08,7123.3
24-03-08,7084.9
25-03-08,7287.3
26-03-08,7384.6
27-03-08,7492.3
28-03-08,7524.3
31-03-08,7490.2
01-04-08,7221.8
02-04-08,7143.9
03-04-08,7100.1
04-04-08,7076.5
07-04-08,7114.4
08-04-08,7268.8
09-04-08,7276.3
10-04-08,7569.1
11-04-08,7611.4
14-04-08,7410.1
15-04-08,7548.9
16-04-08,7667.5
17-04-08,7699.2
18-04-08,7837.3
21-04-08,7903.0
22-04-08,7868.0
23-04-08,7964.1
24-04-08,7992.4
25-04-08,7866.3
28-04-08,7939.3
29-04-08,7880.3
30-04-08,7764.2
02-05-08,7570.1
05-05-08,7621.6
06-05-08,7609.8
07-05-08,7692.2
08-05-08,7678.1
09-05-08,7721.0
12-05-08,7907.5
13-05-08,7829.7
14-05-08,7880.5
15-05-08,7968.4
16-05-08,8024.5
20-05-08,8033.9
21-05-08,7963.3
22-05-08,7982.8
23-05-08,8013.0
26-05-08,7991.0
27-05-08,7918.5
28-05-08,7806.9
29-05-08,7825.3
30-05-08,7996.4
02-06-08,7873.0
03-06-08,7833.6
04-06-08,7849.7
05-06-08,7644.3
06-06-08,7758.4
09-06-08,7675.9
10-06-08,7671.4
11-06-08,7627.5
12-06-08,7682.2
13-06-08,7811.6
16-06-08,7856.3
17-06-08,7887.1
18-06-08,7997.6
19-06-08,7921.8
20-06-08,8017.9
23-06-08,7996.9
24-06-08,7997.0
25-06-08,7949.6
26-06-08,7941.1
27-06-08,7877.9
30-06-08,7924.9
01-07-08,7854.5
02-07-08,7628.6
03-07-08,7626.3
04-07-08,7454.8
07-07-08,7343.2
08-07-08,7136.2
09-07-08,7123.3
10-07-08,7132.6
11-07-08,7216.4
14-07-08,7173.3
15-07-08,7062.1
16-07-08,6903.3
17-07-08,6808.2
18-07-08,6355.9
21-07-08,6238.0
22-07-08,6303.0
23-07-08,6325.8
24-07-08,6166.9
25-07-08,6222.0
28-07-08,6383.0
29-07-08,6342.4
30-07-08,6350.6
31-07-08,6438.1
01-08-08,6402.4
04-08-08,6263.5
05-08-08,5909.4
06-08-08,5768.3
07-08-08,5896.8
08-08-08,5820.4
11-08-08,5796.0
12-08-08,5671.9
13-08-08,5631.7
14-08-08,5723.3
15-08-08,5586.3
18-08-08,5576.6
19-08-08,5520.3
20-08-08,5568.3
21-08-08,5603.1
22-08-08,5843.7
25-08-08,5723.8
26-08-08,5628.7
27-08-08,5611.9
28-08-08,5654.9
29-08-08,5779.5
02-09-08,5642.6
03-09-08,5597.5
04-09-08,5642.4
05-09-08,5530.2
08-09-08,5494.1
09-09-08,5378.1
10-09-08,5264.3
11-09-08,4992.5
12-09-08,5047.0
15-09-08,4913.9
16-09-08,4753.4
17-09-08,4666.6
18-09-08,4695.4
19-09-08,4834.7
22-09-08,5045.2
23-09-08,5064.9
24-09-08,5047.4
25-09-08,4993.8
26-09-08,5002.4
29-09-08,4958.1
30-09-08,4853.6
03-10-08,4734.6
06-10-08,4550.3
07-10-08,4508.6
08-10-08,4359.7
09-10-08,4404.2
10-10-08,4169.8
13-10-08,4175.4
14-10-08,4245.1
15-10-08,4134.9
16-10-08,3854.2
17-10-08,3820.0
20-10-08,3850.2
21-10-08,3922.7
22-10-08,3800.0
23-10-08,3688.6
24-10-08,3308.6
28-10-08,3119.5
29-10-08,3131.7
30-10-08,3520.4
31-10-08,3557.0
03-11-08,3794.5
04-11-08,3809.3
05-11-08,3959.6
06-11-08,3820.1
07-11-08,3810.8
10-11-08,3918.9
11-11-08,3883.2
12-11-08,3892.2
13-11-08,3820.0
14-11-08,3872.8
17-11-08,3896.4
18-11-08,3840.0
19-11-08,3829.4
20-11-08,3743.2
21-11-08,3727.2
24-11-08,3689.0
25-11-08,3738.2
26-11-08,3761.5
27-11-08,3865.3
28-11-08,3913.5
01-12-08,3876.8
02-12-08,3840.0
03-12-08,3863.1
04-12-08,3825.7
05-12-08,3767.5
09-12-08,3765.4
10-12-08,3860.0
11-12-08,3889.5
12-12-08,3879.2
15-12-08,3900.5
16-12-08,3912.6
17-12-08,3963.5
18-12-08,4172.6
19-12-08,4143.9
22-12-08,4190.6
23-12-08,4101.7
24-12-08,4098.2
26-12-08,4079.3
30-12-08,4142.7
31-12-08,4142.8
02-01-09,4423.7
05-01-09,4776.0
06-01-09,4752.9
07-01-09,4755.9
08-01-09,4541.1
09-01-09,4561.0
12-01-09,4558.0
13-01-09,4428.3
14-01-09,4422.9
15-01-09,4337.3
16-01-09,4347.8
19-01-09,4372.5
20-01-09,4341.6
21-01-09,4291.9
22-01-09,4302.2
23-01-09,4285.8
28-01-09,4332.1
29-01-09,4413.6
30-01-09,4450.1
03-02-09,4449.5
04-02-09,4456.8
05-02-09,4398.6
06-02-09,4549.5
10-02-09,4649.3
11-02-09,4581.8
12-02-09,4546.5
13-02-09,4602.3
16-02-09,4622.5
17-02-09,4543.8
18-02-09,4427.0
19-02-09,4392.1
20-02-09,4386.5
23-02-09,4371.1
24-02-09,4363.2
25-02-09,4376.5
26-02-09,4416.0
27-02-09,4374.0
02-03-09,4328.8
03-03-09,4278.1
04-03-09,4318.1
05-03-09,4369.9
06-03-09,4354.9
10-03-09,4396.5
11-03-09,4375.6
12-03-09,4360.5
13-03-09,4414.8
16-03-09,4375.4
17-03-09,4373.6
18-03-09,4377.0
19-03-09,4386.5
20-03-09,4354.2
23-03-09,4527.0
24-03-09,4590.4
25-03-09,4563.4
26-03-09,4583.2
27-03-09,4601.4
30-03-09,4540.6
31-03-09,4487.7
01-04-09,4546.1
02-04-09,4679.0
03-04-09,4693.8
06-04-09,4792.7
07-04-09,4762.1
08-04-09,4731.4
09-04-09,4797.2
10-04-09,4918.6
13-04-09,4920.7
14-04-09,4938.7
15-04-09,4959.3
16-04-09,4924.4
17-04-09,4914.3
20-04-09,4933.1
21-04-09,4915.8
22-04-09,4931.3
23-04-09,4957.1
24-04-09,5046.9
27-04-09,4992.8
28-04-09,4846.9
29-04-09,4840.4
30-04-09,4981.8
04-05-09,5060.2
05-05-09,5042.0
06-05-09,5062.5
07-05-09,5062.9
08-05-09,5038.6
11-05-09,5097.9
12-05-09,5076.1
13-05-09,5137.4
14-05-09,5080.3
15-05-09,5091.3
18-05-09,5041.5
19-05-09,5145.8
20-05-09,5336.7
21-05-09,5402.1
22-05-09,5458.4
25-05-09,5475.4
26-05-09,5411.6
27-05-09,5400.1
28-05-09,5332.1
29-05-09,5295.8
01-06-09,5362.3
02-06-09,5405.2
03-06-09,5389.8
04-06-09,5406.7
05-06-09,5442.3
08-06-09,5454.5
09-06-09,5460.3
10-06-09,5487.2
11-06-09,5507.9
12-06-09,5470.3
15-06-09,5463.7
16-06-09,5388.1
17-06-09,5390.5
18-06-09,5324.2
19-06-09,5328.6
22-06-09,5316.6
23-06-09,5277.6
24-06-09,5360.9
25-06-09,5398.2
26-06-09,5396.0
29-06-09,5371.0
30-06-09,5386.9
01-07-09,5384.9
02-07-09,5407.6
03-07-09,5375.8
06-07-09,5336.3
07-07-09,5329.0
08-07-09,5281.8
09-07-09,5235.5
10-07-09,5260.8
13-07-09,5241.3
14-07-09,5317.6
15-07-09,5356.7
16-07-09,5379.9
17-07-09,5404.4
20-07-09,5486.3
21-07-09,5517.2
22-07-09,5602.0
23-07-09,5626.4
24-07-09,5578.8
27-07-09,5546.2
28-07-09,5687.9
29-07-09,5623.7
30-07-09,5598.8
31-07-09,5609.6
03-08-09,5611.3
04-08-09,5674.9
05-08-09,5760.0
06-08-09,5773.5
07-08-09,5751.5
10-08-09,5766.4
11-08-09,5793.8
12-08-09,5828.5
13-08-09,5943.3
14-08-09,6067.0
17-08-09,5939.4
18-08-09,5859.6
19-08-09,5759.8
20-08-09,5824.6
21-08-09,5826.7
24-08-09,5845.8
25-08-09,5836.7
26-08-09,5826.5
27-08-09,5834.3
28-08-09,5837.4
01-09-09,5775.2
02-09-09,5759.9
03-09-09,5762.1
04-09-09,5787.9
07-09-09,5832.9
08-09-09,5925.2
09-09-09,5960.5
10-09-09,5952.5
11-09-09,5954.4
14-09-09,5927.1
15-09-09,5909.0
16-09-09,5922.4
17-09-09,5980.4
18-09-09,5957.3
23-09-09,5977.4
24-09-09,6004.5
25-09-09,5993.0
28-09-09,5909.1
29-09-09,5910.1
30-09-09,5890.0
01-10-09,5899.0
02-10-09,5895.0
05-10-09,6116.5
06-10-09,5865.3
07-10-09,5920.1
08-10-09,5949.8
09-10-09,5971.2
12-10-09,5967.2
13-10-09,5987.6
14-10-09,6031.3
15-10-09,6075.0
16-10-09,6128.2
19-10-09,6144.5
20-10-09,6215.2
21-10-09,6181.0
22-10-09,6179.1
23-10-09,6206.5
26-10-09,6174.9
27-10-09,6220.2
28-10-09,6155.9
29-10-09,6112.5
30-10-09,6088.1
02-11-09,6071.9
03-11-09,6065.0
04-11-09,6076.9
05-11-09,6064.4
06-11-09,6058.9
09-11-09,6198.4
10-11-09,6212.0
11-11-09,6180.9
12-11-09,6193.7
13-11-09,6179.3
16-11-09,6202.8
17-11-09,6226.5
18-11-09,6205.0
19-11-09,6250.5
20-11-09,6220.6
23-11-09,6158.8
24-11-09,6205.9
25-11-09,6231.9
26-11-09,6245.9
30-11-09,6225.5
01-12-09,6195.6
02-12-09,6273.1
03-12-09,6273.9
04-12-09,6284.1
07-12-09,6314.1
08-12-09,6275.1
09-12-09,6251.6
10-12-09,6236.9
11-12-09,6246.9
14-12-09,6259.8
15-12-09,6303.7
16-12-09,6340.7
17-12-09,6358.4
21-12-09,6281.9
22-12-09,6281.9
23-12-09,6280.1
24-12-09,6283.7
28-12-09,6381.2
29-12-09,6372.3
30-12-09,6351.5
31-12-09,6362.9
04-01-10,6376.9
05-01-10,6505.1
06-01-10,6482.4
07-01-10,6554.5
08-01-10,6539.7
11-01-10,6543.5
12-01-10,6535.4
13-01-10,6503.7
14-01-10,6509.5
15-01-10,6515.0
18-01-10,6475.8
19-01-10,6474.1
20-01-10,6468.4
21-01-10,6463.5
22-01-10,6439.7
25-01-10,6423.6
26-01-10,6345.8
27-01-10,6271.2
28-01-10,6225.0
29-01-10,6188.1
02-02-10,6203.7
03-02-10,6216.5
04-02-10,6236.1
05-02-10,6149.1
08-02-10,6130.1
09-02-10,6117.5
10-02-10,6173.1
11-02-10,6187.2
12-02-10,6204.5
17-02-10,6277.4
18-02-10,6280.1
19-02-10,6277.1
22-02-10,6311.2
23-02-10,6304.8
